customer_id,trans_date,tran_amount
CS5294,02-Jun-14,57
CS3142,11-Jun-11,53
CS3514,09-Aug-14,82
CS3639,02-Mar-15,78
CS4993,17-Apr-14,103
CS4315,14-Nov-11,84
CS3217,16-Apr-14,91
CS5529,01-Dec-14,39
CS5232,06-Oct-13,86
CS5772,07-Jul-13,42
CS4764,15-Jun-11,77
CS3621,22-Jun-12,59
CS3812,01-Jun-14,55
CS3707,01-Sep-14,41
CS1610,16-Dec-13,92
CS6021,15-Jul-11,74
CS1330,25-Jul-13,89
CS3327,01-Jun-12,43
CS4341,06-Nov-13,90
CS2021,11-Apr-13,79
CS1964,23-Sep-11,52
CS1746,09-Oct-12,71
CS4841,26-Jul-11,82
CS4964,15-Dec-12,45
CS2663,06-Jan-15,35
CS5526,23-Dec-12,85
CS1560,05-Sep-11,56
CS2737,16-Feb-15,59
CS2439,17-Dec-14,50
CS1497,11-Apr-13,94
CS1867,26-Sep-12,40
CS5343,17-Nov-13,103
CS2017,15-Jan-12,46
CS2043,19-Mar-12,46
CS1975,18-Feb-12,70
CS2637,14-Oct-11,69
CS4833,01-Oct-13,58
CS2288,16-Jan-15,100
CS3224,05-Apr-12,89
CS4005,07-Apr-13,45
CS4123,19-Mar-14,43
CS4362,03-Jun-14,66
CS2680,02-Apr-12,37
CS4084,02-Oct-13,91
CS3747,28-Sep-12,71
CS3919,25-Aug-11,45
CS1858,15-Nov-12,75
CS4313,13-Dec-13,101
CS3566,05-Oct-13,61
CS3821,28-Aug-14,53
CS3015,06-Aug-14,69
CS1597,09-Jan-15,84
CS4469,21-Jul-12,91
CS1840,15-May-12,50
CS1160,21-Jun-12,63
CS4255,28-Oct-14,103
CS3231,21-Dec-11,45
CS1339,03-Feb-13,63
CS3169,09-Jun-12,105
CS2945,31-Dec-12,105
CS4581,08-Sep-11,90
CS5928,10-Dec-12,69
CS4503,20-Jul-13,65
CS3948,17-Jun-14,83
CS2254,27-Oct-12,56
CS1333,11-Jan-12,77
CS1294,19-Feb-14,61
CS2064,30-Nov-12,73
CS4192,13-Dec-12,89
CS6090,13-Dec-14,90
CS2480,02-Jul-11,97
CS4441,14-Dec-11,43
CS3079,06-Aug-12,44
CS2053,17-Aug-14,93
CS6036,21-Feb-15,104
CS4841,15-Mar-15,63
CS5951,03-Jun-11,45
CS3823,18-Oct-12,89
CS5709,26-Jul-11,73
CS1841,31-Oct-14,45
CS3447,27-May-11,91
CS2378,15-Mar-12,85
CS5276,09-Jan-15,99
CS2533,04-Oct-14,49
CS4211,19-Jul-11,52
CS2028,21-May-12,46
CS5884,09-Oct-12,91
CS1825,17-Jun-14,62
CS1416,23-Jul-13,85
CS5047,10-Jul-12,87
CS2047,04-Nov-13,37
CS5627,13-Oct-11,100
CS4053,03-Dec-12,35
CS2951,13-Oct-12,84
CS1705,04-Jun-12,89
CS1721,15-Apr-13,90
CS4952,12-Jan-13,60
CS5588,25-Sep-12,60
CS2418,21-Sep-12,67
CS5571,10-Aug-13,45
CS4301,20-Sep-14,87
CS4023,04-May-14,54
CS5481,12-Oct-11,56
CS4959,21-Oct-13,74
CS5498,06-Dec-14,66
CS1878,30-Oct-11,51
CS4224,19-Dec-12,69
CS2512,08-Mar-13,45
CS5898,04-Sep-14,103
CS5063,23-Aug-14,54
CS1940,07-Jul-14,71
CS4915,22-Oct-14,71
CS1350,18-Mar-14,80
CS1360,02-Feb-15,75
CS4081,23-Jul-14,100
CS4141,14-Nov-14,52
CS5157,17-Jan-12,60
CS1900,20-Oct-11,87
CS1149,29-Jan-14,93
CS5871,31-Jul-14,92
CS1237,27-Dec-13,52
CS5479,16-Sep-14,44
CS2879,04-May-13,73
CS1305,15-Jan-14,81
CS4971,14-Jan-13,103
CS5112,13-Nov-14,44
CS4936,22-Dec-13,71
CS3490,07-Dec-13,82
CS4367,25-Nov-11,78
CS1853,11-Jan-15,41
CS2367,27-Jun-14,37
CS3260,17-Jan-15,105
CS3597,25-Sep-13,69
CS4812,12-Oct-13,93
CS3590,31-May-14,56
CS4093,04-Jul-13,49
CS4621,27-Jun-14,84
CS5000,20-Jun-11,50
CS4128,09-Oct-11,45
CS2441,21-Jun-11,101
CS5594,23-Jul-14,83
CS5887,05-Dec-12,87
CS3037,26-May-13,67
CS3219,18-May-12,52
CS1129,12-Oct-12,55
CS2366,18-Mar-14,59
CS4396,03-Oct-11,54
CS4449,27-Jul-13,91
CS2421,18-Jul-12,63
CS1730,29-Jul-12,77
CS3410,11-Mar-13,93
CS1998,28-Nov-12,84
CS4668,21-Jul-11,77
CS3736,15-Jun-14,71
CS2489,11-Feb-14,39
CS5323,25-May-12,71
CS2350,19-Mar-14,96
CS1396,25-Jan-14,102
CS1733,28-Jan-12,58
CS5504,01-Mar-12,98
CS1299,17-Sep-13,59
CS3488,04-Dec-12,39
CS4797,12-Apr-14,72
CS2894,12-Mar-14,76
CS5314,02-Aug-12,81
CS4224,22-Feb-13,65
CS4855,11-Jan-12,98
CS2656,03-Mar-14,80
CS5697,11-Dec-13,104
CS3661,05-Dec-11,68
CS5394,26-Aug-12,102
CS4611,23-Aug-14,44
CS1660,16-Jul-13,43
CS1488,07-Sep-11,42
CS5603,10-Apr-12,81
CS5254,29-Jan-12,94
CS2896,11-Nov-12,93
CS1415,21-Jan-14,58
CS4974,05-Mar-14,54
CS3231,18-Jun-12,50
CS2917,22-Nov-13,64
CS5448,29-Oct-12,73
CS2937,23-Dec-14,102
CS6001,28-Jun-14,70
CS2442,12-Feb-15,76
CS5396,25-Jun-12,42
CS2776,19-Apr-13,53
CS3958,10-Apr-12,103
CS5113,12-Feb-15,57
CS1617,11-Sep-12,50
CS2655,21-Apr-14,40
CS2668,05-Aug-13,84
CS4156,26-Apr-13,105
CS1586,20-Aug-14,41
CS1591,13-Oct-14,79
CS4394,22-Apr-12,39
CS5450,05-Nov-12,74
CS1568,15-Dec-14,41
CS4140,09-Jun-14,78
CS5631,10-Dec-13,41
CS1115,27-Jun-13,85
CS2050,20-Sep-11,46
CS4705,05-Oct-11,57
CS5021,01-May-14,36
CS4083,03-Oct-14,72
CS3806,22-May-13,98
CS4458,16-Dec-14,96
CS4582,07-Jul-14,84
CS3986,01-May-13,46
CS3730,05-Dec-14,101
CS3512,28-May-12,46
CS3580,04-Oct-11,78
CS5302,12-Aug-12,88
CS5904,21-Dec-11,61
CS1353,11-Mar-12,96
CS2999,04-Jul-13,73
CS2696,21-Jun-14,86
CS5922,31-Oct-14,104
CS4179,04-Nov-12,71
CS1676,13-Jan-14,46
CS4993,13-Apr-13,71
CS3475,23-Jun-12,59
CS4863,10-Dec-13,62
CS1645,13-Feb-13,69
CS5784,24-May-12,79
CS3397,27-Nov-11,76
CS3296,11-Jul-11,46
CS1921,20-Aug-12,94
CS4843,13-May-13,66
CS5240,24-Oct-12,40
CS2268,28-Jul-11,99
CS3942,27-Dec-14,65
CS4755,06-Mar-12,95
CS5937,14-Dec-14,43
CS5502,05-Nov-11,44
CS5466,06-Jul-13,101
CS2159,05-Apr-14,89
CS1389,10-Jan-13,86
CS4206,13-Aug-12,77
CS3683,11-Nov-13,92
CS4570,25-Mar-13,60
CS3138,26-Feb-13,91
CS4741,14-Jun-13,101
CS5382,07-Aug-11,40
CS3315,08-Oct-11,50
CS4488,30-Nov-11,96
CS1763,25-May-11,58
CS3962,18-Jul-14,95
CS5395,17-May-14,62
CS4167,02-Jun-11,62
CS3454,27-May-11,36
CS1981,13-Apr-13,42
CS1682,11-Oct-13,49
CS3096,24-Dec-13,80
CS4406,01-Dec-11,54
CS4372,15-Jan-14,38
CS1988,22-Jul-14,70
CS3793,22-Jan-12,52
CS5046,22-Jul-11,101
CS2440,12-Oct-11,86
CS2186,23-Dec-12,94
CS4792,04-Feb-12,69
CS5752,28-Dec-14,60
CS2399,01-Jul-11,77
CS3667,30-Dec-12,52
CS3121,15-Oct-14,63
CS5773,30-Nov-13,83
CS3807,17-Mar-14,52
CS3495,20-Apr-12,87
CS3547,03-Jan-15,77
CS3755,03-Nov-12,37
CS1642,18-Jul-12,78
CS4754,24-Aug-14,47
CS3563,11-Dec-12,65
CS2925,30-Nov-12,62
CS2904,22-Dec-14,82
CS5361,09-Sep-14,63
CS3431,21-Jun-11,105
CS5731,27-Mar-13,53
CS1347,18-Dec-12,40
CS1339,16-Jan-15,95
CS3161,27-Mar-12,62
CS4753,24-Nov-11,87
CS1348,25-Aug-14,52
CS1580,15-Aug-13,58
CS5023,03-Mar-13,80
CS4918,12-Mar-14,61
CS5699,23-Jan-15,102
CS5030,03-Feb-12,49
CS4903,11-Nov-14,77
CS5173,13-Jan-12,41
CS1933,23-Mar-14,79
CS4254,20-Jan-14,76
CS3623,24-Mar-14,72
CS4066,08-Jul-12,104
CS2456,22-May-13,92
CS2920,11-Nov-14,48
CS5710,05-Feb-13,90
CS4333,07-Aug-13,43
CS1158,01-Oct-12,68
CS2946,29-Sep-13,46
CS1964,30-Jul-13,36
CS5625,04-Jun-12,55
CS5335,25-Jan-12,90
CS4407,16-May-14,63
CS1244,23-Jun-12,73
CS3697,28-Dec-14,105
CS1255,28-Apr-12,67
CS1433,15-Jan-15,78
CS1120,28-Jun-13,45
CS2278,08-Mar-12,35
CS2057,26-Dec-11,76
CS3733,27-Feb-13,57
CS3678,17-Aug-14,75
CS2715,01-Feb-12,70
CS2644,10-Jan-13,47
CS3932,09-Mar-14,67
CS1225,18-Nov-12,94
CS4590,21-Dec-12,44
CS2262,20-Nov-13,39
CS2617,29-Oct-12,41
CS4853,23-Jun-11,87
CS5254,15-Mar-13,61
CS1931,05-Dec-13,93
CS3167,16-Dec-12,101
CS3373,16-Feb-15,57
CS1661,07-Feb-12,74
CS4389,04-Nov-11,61
CS3485,02-Sep-12,87
CS3633,07-Jul-13,63
CS1222,02-Jan-15,78
CS2334,08-Mar-13,101
CS5150,14-Apr-13,96
CS1184,16-Jul-11,43
CS4353,26-Nov-12,55
CS5312,04-Nov-13,87
CS1433,08-Jun-13,97
CS1477,27-Sep-12,57
CS4954,08-Oct-13,43
CS1803,14-Jan-13,46
CS1740,18-May-14,64
CS5644,23-Nov-13,104
CS1293,27-May-11,73
CS1366,09-Feb-15,73
CS1872,25-May-12,77
CS2400,25-Dec-13,85
CS3966,13-Apr-13,87
CS4877,18-Oct-12,91
CS5381,02-Jul-12,82
CS2100,15-Sep-11,55
CS1892,15-Jun-11,104
CS1741,26-May-11,59
CS4487,30-May-14,56
CS5323,25-Dec-11,35
CS4155,19-Sep-13,49
CS3995,06-Oct-11,53
CS3541,05-Oct-14,92
CS2704,31-Aug-11,80
CS4622,22-Sep-14,96
CS4664,28-Apr-12,58
CS5301,27-May-14,63
CS1643,11-Feb-13,88
CS1326,27-Dec-13,99
CS4062,23-Nov-12,70
CS1346,22-Nov-13,76
CS3744,27-Dec-14,37
CS2069,24-Feb-14,82
CS4247,06-Feb-14,62
CS2215,12-Nov-14,52
CS4424,11-Mar-13,56
CS4818,24-Feb-14,99
CS2999,28-Jun-12,35
CS3681,20-Oct-14,72
CS2819,13-Apr-12,77
CS2975,09-Jun-11,68
CS2285,24-Jun-12,63
CS4111,16-Jan-14,101
CS1274,07-Sep-14,60
CS5289,29-Oct-14,52
CS6066,27-Jul-12,64
CS3006,19-Mar-13,74
CS4732,30-Jan-13,96
CS3685,13-Dec-13,99
CS4675,18-Jan-12,61
CS1458,13-Feb-15,63
CS3910,29-Mar-14,63
CS4230,05-May-14,47
CS2568,07-Jun-12,60
CS2869,27-Jul-14,59
CS1456,26-Sep-12,72
CS5083,17-Sep-12,93
CS5358,19-Dec-11,71
CS3326,05-Jan-15,89
CS2390,24-May-12,59
CS5323,13-Jul-13,86
CS2548,06-Nov-11,90
CS4122,31-Dec-11,74
CS2215,10-Oct-14,40
CS4931,16-Jul-11,101
CS5903,16-Dec-12,56
CS4643,03-Jan-12,97
CS5172,01-Aug-12,59
CS3426,28-Aug-13,81
CS3774,14-Oct-12,74
CS1727,02-Jul-14,55
CS5862,29-Mar-13,45
CS5685,23-Jan-15,48
CS5223,11-Aug-13,50
CS5752,16-Oct-13,101
CS3852,29-Mar-12,43
CS5801,15-Jul-11,74
CS3824,30-Jun-13,54
CS6027,06-Nov-12,103
CS1230,09-Feb-12,54
CS2293,01-Apr-12,37
CS2517,05-Jun-11,85
CS3159,08-Mar-12,78
CS5501,11-Apr-14,94
CS5765,13-Sep-12,77
CS3531,21-Jun-12,76
CS5999,27-Apr-13,93
CS1757,09-Dec-11,52
CS4754,01-Sep-13,86
CS3860,12-Aug-13,73
CS2133,20-Dec-14,57
CS3488,17-Nov-11,49
CS4949,19-Mar-12,73
CS5310,13-Nov-14,63
CS3613,02-Dec-11,101
CS4694,05-Apr-13,76
CS4483,05-Jan-13,83
CS3833,24-May-11,66
CS3294,19-Sep-13,100
CS4444,30-Jan-15,36
CS3519,06-Aug-13,105
CS3579,16-Oct-11,62
CS3928,09-Dec-11,63
CS2143,21-Oct-14,69
CS3884,16-May-13,96
CS4300,14-Aug-14,89
CS3841,08-Jul-14,47
CS5907,03-Jan-14,71
CS5682,24-Nov-12,58
CS4293,16-Feb-15,65
CS3380,24-Nov-14,103
CS4245,26-Dec-12,64
CS5596,10-Oct-12,54
CS2893,20-Apr-12,79
CS5700,13-Dec-12,51
CS6001,31-Oct-12,76
CS2642,08-May-12,80
CS1809,23-Apr-12,95
CS4759,02-Dec-12,82
CS1279,28-Jan-15,81
CS1426,27-Oct-13,85
CS3408,11-Oct-11,51
CS3980,28-Jan-12,38
CS3470,02-Jan-12,92
CS1381,13-Jan-12,68
CS2974,11-Aug-11,47
CS2037,27-Jan-14,100
CS3099,05-Feb-14,96
CS2289,17-Jun-14,92
CS3141,02-Jul-12,40
CS4720,13-Dec-11,65
CS5413,23-May-11,53
CS2867,16-Oct-13,38
CS2013,20-Mar-14,77
CS3949,20-Jan-15,105
CS2701,04-Nov-13,84
CS2042,08-Dec-12,75
CS4618,17-Jan-15,41
CS2862,12-Sep-13,66
CS1447,11-Apr-13,91
CS2709,17-Mar-13,105
CS4959,07-Aug-12,88
CS1773,29-Mar-14,86
CS2945,12-Jan-12,75
CS5145,29-Jan-12,41
CS2373,22-Mar-12,53
CS3172,18-Jul-12,56
CS3250,06-Mar-13,60
CS2369,07-Aug-14,61
CS5025,28-May-13,72
CS3957,12-Feb-15,50
CS2964,04-Jun-12,39
CS2414,16-Nov-14,81
CS3145,29-Oct-14,58
CS1794,02-Mar-13,92
CS4618,03-May-13,57
CS5948,18-Jan-15,93
CS1711,12-Oct-11,86
CS1390,10-Jan-12,61
CS4330,15-Feb-13,39
CS5818,17-Oct-11,41
CS2792,09-Jun-11,59
CS3691,15-Jun-11,63
CS4919,11-Oct-11,75
CS5675,22-Apr-14,56
CS3203,22-Jul-11,47
CS4724,01-May-13,95
CS5895,12-Jan-12,62
CS3213,26-Oct-12,68
CS5837,30-Jul-14,70
CS4713,28-Apr-12,72
CS3480,24-Sep-12,54
CS4596,25-Jan-12,66
CS3402,10-Jun-13,103
CS1776,17-May-11,90
CS1235,29-Apr-13,90
CS2935,25-Mar-14,89
CS4516,01-Apr-12,67
CS5329,23-Aug-12,88
CS5900,09-Feb-12,66
CS5394,10-Feb-15,67
CS3147,02-Feb-12,40
CS6082,06-Sep-11,55
CS3928,25-Nov-13,87
CS2332,05-Nov-13,49
CS3524,06-Sep-14,42
CS6093,27-Jul-14,66
CS4183,10-Feb-14,55
CS2914,03-Sep-12,73
CS2212,09-Feb-13,67
CS3469,11-Sep-13,93
CS4228,27-Jul-12,40
CS3475,04-Jan-15,105
CS5112,10-Nov-11,53
CS1114,14-Jul-11,77
CS5034,10-Feb-13,92
CS5957,12-Aug-14,40
CS3335,29-Apr-13,98
CS1844,09-Mar-13,44
CS1587,07-Feb-15,86
CS5478,26-Apr-14,39
CS1606,22-Mar-13,60
CS2215,02-May-12,71
CS5028,10-Sep-12,100
CS3604,21-Sep-14,42
CS2743,26-May-12,71
CS4023,21-Sep-12,79
CS1629,28-Mar-12,80
CS3839,17-Oct-13,60
CS5929,31-Dec-13,96
CS2858,26-Aug-13,73
CS3101,09-Mar-15,75
CS1270,23-Aug-13,68
CS2568,17-Mar-13,105
CS3392,11-Aug-11,64
CS5915,07-Jul-13,53
CS4097,28-Apr-12,101
CS5028,06-Dec-14,35
CS1674,20-Nov-13,62
CS2195,02-Jun-11,67
CS4807,18-Feb-12,99
CS1451,30-Dec-11,80
CS1576,28-Sep-12,53
CS5337,03-May-12,85
CS3004,15-Mar-12,83
CS3742,07-Apr-13,84
CS1872,27-Jan-12,47
CS3043,04-Oct-11,92
CS2389,11-Oct-13,92
CS3105,19-Sep-11,67
CS3676,16-Aug-13,61
CS5010,27-May-12,78
CS3673,10-Oct-13,88
CS3883,23-Feb-13,57
CS2639,22-Jan-14,63
CS1211,05-Nov-14,45
CS2227,07-Jan-12,37
CS1357,21-Sep-11,66
CS1283,13-Dec-12,64
CS2447,18-Sep-11,102
CS5794,30-Oct-11,104
CS5352,22-Feb-14,58
CS4689,13-Dec-13,103
CS3282,17-Jul-12,48
CS2878,04-Jan-15,56
CS2505,24-Jun-13,73
CS2066,22-Dec-11,51
CS5589,25-May-13,49
CS2685,07-Nov-11,101
CS5933,24-Nov-13,71
CS4214,14-Sep-14,68
CS5401,26-Sep-12,76
CS2518,15-Mar-14,72
CS5231,03-Jul-13,39
CS3133,23-Apr-13,57
CS2507,08-Nov-12,78
CS2074,20-Mar-12,70
CS4272,28-Feb-12,74
CS1916,15-Jan-13,77
CS4569,26-Jun-12,85
CS2917,02-Aug-11,100
CS2014,05-Dec-13,67
CS5100,28-Nov-12,103
CS1467,19-May-14,95
CS5780,30-May-11,87
CS4556,26-Nov-14,39
CS5487,19-Nov-14,52
CS2238,06-Jun-13,76
CS4408,31-Jan-15,105
CS2929,20-Mar-13,56
CS1280,01-Apr-13,68
CS3270,22-Oct-13,78
CS1760,25-Apr-13,51
CS1367,31-Mar-14,98
CS5789,02-Jun-14,103
CS1490,02-Aug-11,55
CS3755,13-May-14,35
CS1595,01-Jan-13,53
CS4000,10-Jul-13,36
CS4109,14-Aug-13,98
CS5517,14-Aug-12,45
CS1185,04-Nov-11,103
CS3749,11-Aug-11,69
CS1991,17-May-12,96
CS4092,13-Mar-13,82
CS4847,22-May-14,80
CS1158,18-Mar-14,59
CS4764,19-Aug-13,73
CS5667,13-Jan-12,89
CS3296,11-May-13,41
CS5741,30-Jul-13,62
CS3066,05-Apr-12,50
CS2170,23-Oct-13,81
CS3258,25-Apr-14,37
CS5153,04-May-13,73
CS4280,16-Jun-14,62
CS5544,07-Jun-14,63
CS5470,21-Mar-13,74
CS1757,12-Dec-11,55
CS4837,15-Jun-12,84
CS2237,25-Oct-13,54
CS4196,25-Dec-14,45
CS6013,11-Sep-12,64
CS2067,05-Feb-14,40
CS5397,20-Oct-11,80
CS5906,09-Dec-12,95
CS5868,25-Nov-11,78
CS2157,30-May-13,74
CS1378,24-Apr-12,37
CS3338,29-Jan-14,95
CS4474,27-Jan-12,59
CS2510,14-Sep-14,38
CS3499,24-Mar-12,99
CS1457,15-Dec-14,64
CS3366,14-Jan-12,89
CS2692,31-Jan-12,43
CS1592,10-Jul-12,77
CS2035,04-Sep-13,82
CS4265,19-Sep-11,43
CS1639,22-Feb-14,82
CS6107,23-Sep-11,88
CS3530,29-Aug-13,79
CS1133,18-Nov-14,90
CS3028,21-May-12,95
CS1234,13-Aug-11,36
CS2022,30-Oct-12,74
CS4395,05-Jul-14,98
CS3239,07-Nov-13,55
CS6029,25-Jun-14,52
CS2808,24-Jun-12,93
CS4474,18-Feb-12,60
CS3094,29-Dec-11,87
CS4953,21-Sep-14,63
CS5230,01-Jul-11,40
CS1554,23-Oct-12,47
CS4001,30-Nov-12,36
CS5361,05-Sep-13,93
CS2450,24-Nov-11,56
CS2744,06-Dec-13,67
CS4804,09-May-13,84
CS2449,08-Jul-14,36
CS1232,07-Jun-12,70
CS5583,23-Oct-11,69
CS1169,23-Jun-13,72
CS5298,29-Dec-11,69
CS1888,06-Apr-14,61
CS5809,15-Jul-13,63
CS3948,14-Dec-12,103
CS5647,24-Dec-11,72
CS2407,16-Sep-11,94
CS2919,30-Jul-13,81
CS2375,12-Feb-15,80
CS2260,24-Apr-12,41
CS4004,23-Dec-14,69
CS1393,02-Oct-14,78
CS4770,26-Apr-13,46
CS6021,26-Jan-14,67
CS3594,06-Jan-14,80
CS4635,01-Jun-14,67
CS4206,23-Nov-14,91
CS5450,19-Jan-14,73
CS1249,27-Nov-14,89
CS3181,04-Jun-13,44
CS3983,03-Feb-14,62
CS2987,23-Oct-13,101
CS3866,11-Jan-15,84
CS5166,11-Dec-14,36
CS4571,22-Aug-14,53
CS1420,17-Aug-14,54
CS5428,05-Jan-13,45
CS3994,21-Oct-14,82
CS4441,19-Sep-12,75
CS1321,27-Jul-14,99
CS2549,14-Nov-11,63
CS3895,01-Jul-12,75
CS4356,11-Mar-12,67
CS5942,04-Jun-13,80
CS3844,05-May-14,43
CS5964,15-Nov-12,91
CS4810,18-Nov-13,66
CS3730,22-Mar-14,83
CS4259,06-Jun-14,75
CS5080,16-May-14,51
CS1873,20-May-13,57
CS6069,14-Oct-14,84
CS1661,21-Oct-11,89
CS3362,16-Mar-14,75
CS4867,12-May-13,72
CS4540,11-Feb-15,64
CS2335,22-Dec-12,89
CS4354,17-Jan-12,72
CS5790,20-Dec-13,82
CS2753,07-Jun-12,53
CS1469,10-Nov-13,57
CS3872,06-Feb-14,70
CS2037,16-Jan-13,86
CS1978,27-Mar-12,103
CS3806,16-Aug-11,69
CS3308,25-Jul-13,74
CS3295,03-Dec-14,62
CS6068,14-Sep-11,63
CS5424,23-Dec-11,88
CS3929,16-Jun-12,44
CS3295,27-Sep-12,47
CS5143,18-Jul-12,99
CS4355,16-Sep-12,103
CS2851,27-Oct-13,92
CS2010,09-Mar-13,105
CS5732,21-Nov-14,93
CS2050,16-Apr-13,73
CS3487,10-Dec-11,81
CS1903,27-Oct-11,53
CS1474,21-Feb-12,104
CS1744,16-Jan-15,41
CS4661,11-Sep-14,80
CS2621,18-Sep-14,74
CS3933,24-Jul-13,62
CS1938,12-Sep-12,61
CS5338,07-Mar-13,35
CS1322,16-Aug-14,78
CS4165,03-Dec-14,38
CS2887,10-Feb-15,72
CS1609,26-Jan-13,67
CS5940,22-Aug-11,50
CS4660,12-Apr-14,70
CS3771,11-Aug-14,100
CS3805,06-Oct-13,76
CS5028,08-Oct-12,65
CS2636,27-Aug-14,98
CS2430,30-Oct-11,40
CS4056,18-Aug-13,42
CS3111,02-Jun-11,95
CS5670,02-May-14,43
CS2674,05-Dec-11,78
CS2067,28-Sep-11,56
CS3841,16-Aug-13,52
CS4906,14-Jun-13,68
CS2062,08-Apr-14,50
CS1229,30-Dec-13,39
CS1305,16-May-14,46
CS3221,26-Feb-13,84
CS2482,05-Feb-13,62
CS2069,08-Aug-14,62
CS4385,18-Sep-11,41
CS3899,06-May-14,77
CS3896,26-Mar-13,48
CS3201,18-Sep-11,81
CS6111,16-May-12,87
CS5612,20-Sep-11,60
CS4223,02-Mar-15,95
CS5562,14-Jun-14,73
CS4382,16-May-11,84
CS3994,15-Feb-13,40
CS5464,23-Aug-12,85
CS5205,04-May-14,60
CS3246,09-Feb-13,59
CS5026,11-Apr-13,54
CS5582,01-Sep-14,44
CS1296,18-Feb-14,41
CS2692,15-Sep-13,75
CS4514,01-Nov-12,80
CS4332,26-Aug-13,42
CS2410,27-Sep-14,42
CS1918,11-Jun-12,53
CS1405,13-Dec-13,53
CS3049,16-Mar-13,94
CS1628,29-May-13,58
CS4392,07-Jan-15,87
CS2273,08-Aug-11,80
CS4549,29-Oct-14,35
CS3080,05-Jul-11,71
CS5052,29-Sep-11,39
CS5641,18-Mar-14,84
CS4956,04-Jan-14,48
CS2180,16-Jan-14,87
CS1357,13-Jul-12,70
CS3866,05-Dec-13,90
CS5881,20-Mar-12,42
CS3848,26-Oct-13,69
CS5436,04-Jul-14,89
CS1318,24-Nov-11,77
CS4203,19-Oct-14,45
CS3583,19-Dec-12,95
CS3432,24-Feb-12,78
CS3573,05-Jan-14,64
CS6014,22-May-12,97
CS2664,28-Apr-12,90
CS5596,15-Aug-11,76
CS5196,08-Sep-12,94
CS4723,19-Oct-11,79
CS2648,22-Jan-12,102
CS4502,23-Jan-14,104
CS1960,20-Mar-12,87
CS4246,17-Feb-15,97
CS4378,02-Mar-13,94
CS5095,03-Sep-13,60
CS3803,06-Aug-13,87
CS4275,24-Oct-14,61
CS4109,02-Oct-13,42
CS1905,13-Aug-13,83
CS3888,11-Feb-12,39
CS3877,14-Mar-12,54
CS2911,18-Sep-11,50
CS5310,31-Mar-12,42
CS1605,12-Feb-14,76
CS3622,01-Jan-14,104
CS4964,23-Nov-12,64
CS1621,23-Jan-12,75
CS4731,12-May-13,57
CS5701,29-Nov-13,79
CS4536,20-May-13,78
CS2523,10-Jan-12,39
CS2034,03-Jul-13,46
CS4067,12-Sep-14,77
CS4152,09-Oct-14,89
CS2187,09-Sep-11,47
CS5329,03-Nov-12,37
CS2604,09-Nov-12,86
CS2255,10-Mar-12,58
CS1383,29-Nov-12,97
CS2936,25-Oct-11,57
CS4129,17-Nov-12,50
CS2350,28-Dec-11,40
CS5054,18-Jun-14,100
CS4101,20-Jul-12,72
CS5326,30-Jun-12,59
CS5362,15-Sep-14,65
CS4833,02-Dec-13,103
CS1921,11-Oct-11,70
CS2730,31-Jan-13,69
CS5907,11-Sep-12,36
CS3518,26-Oct-14,53
CS5523,24-Oct-13,82
CS5935,16-Dec-12,41
CS3365,04-Aug-14,42
CS2270,02-Nov-14,65
CS2666,02-Nov-12,62
CS5534,30-Mar-13,97
CS5878,28-Aug-14,90
CS3246,07-May-12,102
CS1674,24-Jul-12,77
CS1175,16-Jul-13,87
CS2155,04-Jun-13,40
CS2799,13-Sep-13,64
CS1571,02-Jul-13,87
CS2238,29-Dec-12,62
CS1398,29-Dec-14,74
CS5235,16-Feb-12,81
CS1991,16-Jan-13,89
CS1551,29-Jun-14,50
CS5642,15-Dec-12,43
CS2189,05-Dec-13,94
CS3913,25-Jul-11,60
CS1348,28-Jun-13,42
CS2184,12-Sep-12,39
CS5237,09-Feb-13,79
CS5149,07-Oct-12,93
CS3205,21-Aug-13,93
CS6097,20-Dec-12,63
CS3826,18-May-13,77
CS5301,30-Jul-13,57
CS5072,10-Nov-14,37
CS5652,20-Dec-14,59
CS4129,03-Oct-12,80
CS1174,21-Feb-15,38
CS2348,17-Aug-12,64
CS4594,09-Mar-14,46
CS3159,04-Feb-15,65
CS4839,04-May-14,46
CS2566,18-Aug-14,96
CS4610,20-Oct-14,37
CS4236,11-Oct-11,55
CS5722,29-Mar-12,40
CS1616,17-Sep-11,103
CS5400,06-Jan-13,72
CS2878,19-May-12,70
CS1850,24-Oct-13,38
CS4952,14-Jun-12,78
CS2629,16-Sep-12,84
CS5654,12-Feb-14,48
CS4461,23-Apr-13,55
CS5569,11-Aug-11,72
CS4141,09-Apr-12,57
CS3744,11-Jul-11,52
CS3533,03-Dec-11,77
CS5141,30-Oct-12,37
CS1223,03-May-12,81
CS4536,31-Jan-12,87
CS4123,30-Dec-12,92
CS1465,05-Mar-14,101
CS3709,12-Oct-14,68
CS1283,02-Mar-13,95
CS2075,13-Dec-13,38
CS5735,03-Feb-13,54
CS4464,14-Aug-11,93
CS3721,01-Feb-14,51
CS1939,19-Sep-13,60
CS1530,15-Jun-11,42
CS1491,30-Apr-12,69
CS3363,27-Jan-12,78
CS2076,01-Oct-11,91
CS1959,21-Feb-12,91
CS1747,12-Mar-15,47
CS3495,21-Jan-13,61
CS2517,10-Jul-13,64
CS5095,02-Mar-12,73
CS5775,08-Dec-13,57
