Date,Time,Transaction,Item
2016-11-25,12:52:56,2038,Coffee
2016-11-25,12:52:56,2038,Cake
2016-11-25,12:55:03,2039,Mineral water
2016-11-25,12:55:03,2039,Coffee
2016-11-25,12:55:03,2039,NONE
2016-11-25,12:56:57,2040,NONE
2016-11-25,12:56:57,2040,Mineral water
2016-11-25,12:58:15,2041,Tartine
2016-11-25,13:02:09,2042,NONE
2016-11-25,13:02:09,2042,Coffee
2016-11-25,13:04:15,2043,Bread
2016-11-25,13:04:15,2043,Coffee
2016-11-25,13:07:26,2044,Bread
2016-11-25,13:12:29,2045,Hot chocolate
2016-11-25,13:12:29,2045,Bread
2016-11-25,13:12:29,2045,NONE
2016-11-25,13:12:29,2045,Sandwich
2016-11-25,13:37:45,2047,NONE
2016-11-25,13:38:40,2048,NONE
2016-11-25,13:38:40,2048,Juice
2016-11-25,13:40:22,2049,Bread
2016-11-25,13:40:22,2049,NONE
2016-11-25,13:57:31,2050,NONE
2016-11-25,13:57:31,2050,Mineral water
2016-11-25,14:13:06,2051,Sandwich
2016-11-25,14:13:06,2051,Bread
2016-11-25,14:13:06,2051,Jam
2016-11-25,14:14:53,2052,Coffee
2016-11-25,14:14:53,2052,Sandwich
2016-11-25,14:14:53,2052,Bread
2016-11-25,14:32:37,2053,Tea
2016-11-25,14:32:37,2053,NONE
2016-11-25,14:33:06,2054,Tea
2016-11-25,14:48:17,2055,Bread
2016-11-25,14:48:17,2055,Pastry
2016-11-25,15:31:28,2057,Coffee
2016-11-25,15:31:28,2057,Tea
2016-11-25,15:31:54,2058,Bread
2016-11-25,15:31:54,2058,Brownie
2016-11-25,15:53:37,2059,Alfajores
2016-11-25,15:53:37,2059,Alfajores
2016-11-25,15:53:37,2059,Bread
2016-11-25,15:54:11,2060,NONE
2016-11-25,16:02:01,2061,Coffee
2016-11-25,16:02:01,2061,Medialuna
2016-11-25,16:07:57,2062,Medialuna
2016-11-25,16:16:15,2063,Coffee
2016-11-25,16:16:15,2063,Bread
2016-11-25,16:16:15,2063,Pastry
2016-11-25,16:16:15,2063,Medialuna
2016-11-25,17:10:20,2065,Tea
2016-11-25,17:10:20,2065,Alfajores
2016-11-25,17:10:20,2065,Cake
2016-11-25,17:12:09,2066,Tea
2016-11-25,17:12:09,2066,Brownie
2016-11-25,17:12:09,2066,Alfajores
2016-11-25,17:12:09,2066,Pastry
2016-11-25,17:12:09,2066,Bread
2016-11-25,17:15:19,2067,Medialuna
2016-11-25,17:15:19,2067,Pastry
2016-11-25,17:19:52,2068,Brownie
2016-11-26,08:29:14,2069,Bread
2016-11-26,08:47:27,2070,Coffee
2016-11-26,08:50:14,2071,Bread
2016-11-26,08:50:14,2071,Coffee
2016-11-26,08:50:14,2071,Bread
2016-11-26,09:03:00,2072,Bread
2016-11-26,09:15:06,2073,Bread
2016-11-26,09:15:06,2073,Coffee
2016-11-26,09:15:06,2073,Medialuna
2016-11-26,09:27:29,2074,Bread
2016-11-26,09:28:40,2075,Bread
2016-11-26,09:32:45,2076,Pastry
2016-11-26,09:52:43,2077,NONE
2016-11-26,09:52:43,2077,Bread
2016-11-26,09:55:05,2078,Farm House
2016-11-26,09:57:45,2079,Medialuna
2016-11-26,09:57:45,2079,Scandinavian
2016-11-26,09:57:45,2079,Coffee
2016-11-26,10:05:00,2080,Coffee
2016-11-26,10:08:42,2081,Coffee
2016-11-26,10:18:21,2082,Bread
2016-11-26,10:18:21,2082,Medialuna
2016-11-26,10:20:35,2083,Cake
2016-11-26,10:22:02,2084,Muffin
2016-11-26,10:22:02,2084,Coffee
2016-11-26,10:23:47,2085,Bread
2016-11-26,10:24:26,2086,Scandinavian
2016-11-26,10:27:41,2087,Muffin
2016-11-26,10:30:16,2088,Scandinavian
2016-11-26,10:31:30,2089,Coffee
2016-11-26,10:32:22,2090,Bread
2016-11-26,10:33:34,2091,Bread
2016-11-26,10:35:00,2092,Coffee
2016-11-26,10:35:00,2092,Medialuna
2016-11-26,10:36:58,2093,Bread
2016-11-26,10:40:28,2094,Medialuna
2016-11-26,10:40:28,2094,Bread
2016-11-26,10:40:28,2094,Tea
2016-11-26,10:40:28,2094,Coffee
2016-11-26,10:40:28,2094,NONE
2016-11-26,10:42:19,2095,Bread
2016-11-26,10:47:12,2096,Cake
2016-11-26,10:47:12,2096,Muffin
2016-11-26,10:47:12,2096,Muffin
2016-11-26,10:47:12,2096,Jam
2016-11-26,10:48:06,2097,Bread
2016-11-26,10:48:06,2097,Pastry
2016-11-26,10:51:19,2098,Coffee
2016-11-26,10:56:41,2099,Coffee
2016-11-26,10:57:04,2100,Scandinavian
2016-11-26,10:59:13,2101,Scandinavian
2016-11-26,11:01:12,2102,Pastry
2016-11-26,11:01:12,2102,Medialuna
2016-11-26,11:01:12,2102,Coffee
2016-11-26,11:02:59,2103,Medialuna
2016-11-26,11:02:59,2103,Pastry
2016-11-26,11:02:59,2103,Bread
2016-11-26,11:02:59,2103,Coffee
2016-11-26,11:06:13,2104,NONE
2016-11-26,11:06:13,2104,Medialuna
2016-11-26,11:06:13,2104,Bread
2016-11-26,11:15:37,2105,Coffee
2016-11-26,11:15:37,2105,Tea
2016-11-26,11:15:37,2105,Pastry
2016-11-26,11:17:16,2106,Coffee
2016-11-26,11:27:56,2107,Juice
2016-11-26,11:34:49,2108,Coffee
2016-11-26,11:34:49,2108,Coffee
2016-11-26,11:39:49,2109,Muffin
2016-11-26,11:39:49,2109,Cake
2016-11-26,11:39:49,2109,Pastry
2016-11-26,11:39:49,2109,Tea
2016-11-26,11:39:49,2109,Coffee
2016-11-26,11:39:49,2109,Coffee
2016-11-26,11:40:55,2110,Hot chocolate
2016-11-26,11:47:21,2111,Muffin
2016-11-26,11:53:54,2112,Tartine
2016-11-26,11:53:54,2112,NONE
2016-11-26,11:53:54,2112,Juice
2016-11-26,11:53:54,2112,Bread
2016-11-26,11:53:54,2112,Coffee
2016-11-26,11:55:23,2113,Coffee
2016-11-26,11:55:23,2113,Fudge
2016-11-26,12:00:24,2114,Coffee
2016-11-26,12:00:24,2114,Bread
2016-11-26,12:13:05,2115,Bread
2016-11-26,12:16:32,2116,NONE
2016-11-26,12:16:32,2116,Coffee
2016-11-26,12:16:32,2116,Tea
2016-11-26,12:18:07,2117,Coffee
2016-11-26,12:18:07,2117,NONE
2016-11-26,12:18:07,2117,Sandwich
2016-11-26,12:30:57,2118,Coffee
2016-11-26,12:30:57,2118,Coke
2016-11-26,12:30:57,2118,Sandwich
2016-11-26,12:33:01,2119,Scandinavian
2016-11-26,12:33:23,2120,Tea
2016-11-26,12:33:23,2120,Muffin
2016-11-26,12:35:13,2121,Bread
2016-11-26,12:35:13,2121,Scandinavian
2016-11-26,12:58:29,2122,Coffee
2016-11-26,12:58:29,2122,Coffee
2016-11-26,13:11:47,2123,Coffee
2016-11-26,13:11:47,2123,The Nomad
2016-11-26,13:11:47,2123,Tartine
2016-11-26,13:12:49,2124,Coffee
2016-11-26,13:12:49,2124,Coffee
2016-11-26,13:12:49,2124,Sandwich
2016-11-26,13:13:51,2125,Coffee
2016-11-26,13:13:51,2125,Alfajores
2016-11-26,13:17:01,2126,Coffee
2016-11-26,13:17:01,2126,Tea
2016-11-26,13:20:06,2127,Scandinavian
2016-11-26,13:21:09,2128,Bread
2016-11-26,13:23:01,2129,NONE
2016-11-26,13:23:01,2129,Mineral water
2016-11-26,13:29:41,2130,Alfajores
2016-11-26,13:29:41,2130,Muffin
2016-11-26,13:29:41,2130,Cake
2016-11-26,13:32:00,2131,Tea
2016-11-26,13:33:30,2132,Bread
2016-11-26,13:41:15,2133,NONE
2016-11-26,13:41:15,2133,Bread
2016-11-26,13:45:25,2134,Scandinavian
2016-11-26,13:57:23,2135,Coffee
2016-11-26,13:57:23,2135,Bread
2016-11-26,13:57:23,2135,NONE
2016-11-26,13:57:23,2135,Sandwich
2016-11-26,14:09:08,2136,Hot chocolate
2016-11-26,14:09:08,2136,Tea
2016-11-26,14:13:58,2137,Muffin
2016-11-26,14:14:31,2138,Sandwich
2016-11-26,14:14:31,2138,Coffee
2016-11-26,14:21:26,2139,NONE
2016-11-26,14:22:18,2140,Bread
2016-11-26,14:25:35,2141,NONE
2016-11-26,14:25:35,2141,Muffin
2016-11-26,14:25:35,2141,Coffee
2016-11-26,14:27:39,2142,Coffee
2016-11-26,14:27:39,2142,Coffee
2016-11-26,14:27:39,2142,Pastry
2016-11-26,14:27:39,2142,Cake
2016-11-26,14:29:48,2143,Tea
2016-11-26,14:29:48,2143,Hot chocolate
2016-11-26,14:29:48,2143,Cookies
2016-11-26,14:29:48,2143,Cake
2016-11-26,14:38:24,2144,Cake
2016-11-26,14:47:30,2145,Sandwich
2016-11-26,14:47:30,2145,Bread
2016-11-26,14:54:40,2146,Bakewell
2016-11-26,14:54:40,2146,Coffee
2016-11-26,14:56:01,2147,Alfajores
2016-11-26,14:56:01,2147,Bread
2016-11-26,14:56:01,2147,Tea
2016-11-26,15:31:47,2148,Sandwich
2016-11-26,15:31:47,2148,Medialuna
2016-11-26,15:31:47,2148,Tea
2016-11-26,15:31:47,2148,Coffee
2016-11-26,15:34:36,2149,Bread
2016-11-26,15:34:36,2149,Tea
2016-11-26,15:34:36,2149,Alfajores
2016-11-26,15:34:36,2149,Medialuna
2016-11-26,15:44:34,2150,Bread
2016-11-26,15:44:34,2150,Muffin
2016-11-26,15:44:34,2150,Coffee
2016-11-26,15:46:40,2151,Hot chocolate
2016-11-26,15:46:40,2151,Bread
2016-11-26,15:46:40,2151,Muffin
2016-11-26,15:46:40,2151,Coffee
2016-11-26,15:46:40,2151,Pastry
2016-11-26,16:07:29,2152,Tea
2016-11-26,16:07:29,2152,Alfajores
2016-11-26,16:08:28,2153,Bakewell
2016-11-26,16:08:28,2153,Cake
2016-11-26,16:19:19,2154,Focaccia
2016-11-26,16:34:53,2155,NONE
2016-11-26,16:34:53,2155,Tea
2016-11-26,16:34:53,2155,Pastry
2016-11-26,16:34:53,2155,Bakewell
2016-11-26,16:47:49,2156,NONE
2016-11-26,16:47:49,2156,Alfajores
2016-11-26,16:47:49,2156,Alfajores
2016-11-26,16:47:49,2156,Coffee
2016-11-26,16:47:49,2156,Coffee
2016-11-26,16:47:49,2156,Coffee
2016-11-26,16:50:05,2157,Coffee
2016-11-26,16:50:05,2157,Alfajores
2016-11-27,09:28:07,2158,Coffee
2016-11-27,09:28:07,2158,The Nomad
2016-11-27,09:28:07,2158,NONE
2016-11-27,09:28:07,2158,Bread
2016-11-27,09:54:36,2159,Coffee
2016-11-27,09:58:21,2160,Coffee
2016-11-27,09:58:21,2160,Jammie Dodgers
2016-11-27,09:58:21,2160,NONE
2016-11-27,09:58:21,2160,Juice
2016-11-27,09:59:57,2161,Medialuna
2016-11-27,10:03:29,2162,Coffee
2016-11-27,10:03:29,2162,Tea
2016-11-27,10:03:29,2162,Juice
2016-11-27,10:03:29,2162,Smoothies
2016-11-27,10:03:29,2162,Jammie Dodgers
2016-11-27,10:03:29,2162,Muffin
2016-11-27,10:03:29,2162,Juice
2016-11-27,10:03:29,2162,Bakewell
2016-11-27,10:05:06,2163,Cake
2016-11-27,10:05:06,2163,Pastry
2016-11-27,10:08:03,2164,Coffee
2016-11-27,10:08:03,2164,Brownie
2016-11-27,10:10:53,2165,Juice
2016-11-27,10:10:53,2165,Jammie Dodgers
2016-11-27,10:23:03,2166,Coffee
2016-11-27,10:27:40,2167,Coffee
2016-11-27,10:27:40,2167,Bakewell
2016-11-27,10:34:24,2168,Bread
2016-11-27,10:34:24,2168,Tea
2016-11-27,10:34:24,2168,NONE
2016-11-27,10:34:24,2168,Pastry
2016-11-27,10:48:12,2169,Bread
2016-11-27,10:48:12,2169,Coffee
2016-11-27,10:48:12,2169,Bread
2016-11-27,10:48:12,2169,Hot chocolate
2016-11-27,10:51:20,2170,NONE
2016-11-27,10:51:20,2170,Pastry
2016-11-27,10:51:20,2170,Coffee
2016-11-27,10:51:20,2170,Hot chocolate
2016-11-27,10:53:06,2171,Bread
2016-11-27,10:53:06,2171,Bread
2016-11-27,10:53:06,2171,Coffee
2016-11-27,10:55:20,2172,Alfajores
2016-11-27,10:55:20,2172,Pastry
2016-11-27,10:59:57,2173,Bread
2016-11-27,11:02:01,2174,Coffee
2016-11-27,11:02:01,2174,Hot chocolate
2016-11-27,11:02:01,2174,Muffin
2016-11-27,11:08:29,2175,Bread
2016-11-27,11:08:29,2175,Coffee
2016-11-27,11:08:29,2175,Coffee
2016-11-27,11:08:29,2175,Smoothies
2016-11-27,11:08:29,2175,Pastry
2016-11-27,11:14:35,2176,Brownie
2016-11-27,11:14:35,2176,Hot chocolate
2016-11-27,11:14:35,2176,Coffee
2016-11-27,11:17:13,2177,Tartine
2016-11-27,11:17:13,2177,Hearty & Seasonal
2016-11-27,11:17:32,2178,Fudge
2016-11-27,11:18:45,2179,Bread
2016-11-27,11:20:08,2180,Coffee
2016-11-27,11:21:34,2181,Coffee
2016-11-27,11:21:34,2181,Keeping It Local
2016-11-27,11:23:45,2182,Coffee
2016-11-27,11:23:45,2182,Tea
2016-11-27,11:23:45,2182,Medialuna
2016-11-27,11:25:50,2183,Medialuna
2016-11-27,11:25:50,2183,Jammie Dodgers
2016-11-27,11:25:50,2183,Tea
2016-11-27,11:25:50,2183,Hot chocolate
2016-11-27,11:25:50,2183,NONE
2016-11-27,11:25:50,2183,Muffin
2016-11-27,11:27:36,2184,NONE
2016-11-27,11:27:36,2184,Coffee
2016-11-27,11:28:58,2185,Coffee
2016-11-27,11:28:58,2185,Keeping It Local
2016-11-27,11:30:29,2186,Coffee
2016-11-27,11:30:29,2186,Medialuna
2016-11-27,11:30:29,2186,Coffee
2016-11-27,11:32:05,2187,Bread
2016-11-27,11:32:05,2187,Hot chocolate
2016-11-27,11:32:05,2187,Medialuna
2016-11-27,11:36:20,2188,Bread
2016-11-27,11:42:42,2189,Bread
2016-11-27,11:49:49,2190,Muffin
2016-11-27,11:49:49,2190,Muffin
2016-11-27,11:49:49,2190,Brownie
2016-11-27,11:49:49,2190,Alfajores
2016-11-27,11:49:49,2190,Hot chocolate
2016-11-27,11:49:49,2190,Coffee
2016-11-27,11:49:49,2190,Coffee
2016-11-27,11:55:11,2191,Pastry
2016-11-27,11:59:45,2192,Brownie
2016-11-27,11:59:45,2192,Coffee
2016-11-27,12:15:10,2193,Jammie Dodgers
2016-11-27,12:16:44,2194,Coffee
2016-11-27,12:16:44,2194,Hearty & Seasonal
2016-11-27,12:21:01,2195,Art Tray
2016-11-27,12:21:01,2195,Hearty & Seasonal
2016-11-27,12:21:01,2195,Hearty & Seasonal
2016-11-27,12:21:01,2195,Tea
2016-11-27,12:21:01,2195,Coffee
2016-11-27,12:30:35,2196,Coffee
2016-11-27,12:30:35,2196,Coffee
2016-11-27,12:30:35,2196,Coffee
2016-11-27,12:30:35,2196,Alfajores
2016-11-27,12:30:35,2196,Brownie
2016-11-27,12:35:12,2197,Coffee
2016-11-27,12:35:12,2197,Coffee
2016-11-27,12:35:12,2197,Medialuna
2016-11-27,12:35:12,2197,Hearty & Seasonal
2016-11-27,12:45:08,2198,Coffee
2016-11-27,12:45:08,2198,Bread
2016-11-27,12:45:08,2198,Farm House
2016-11-27,12:52:30,2199,Farm House
2016-11-27,12:56:13,2200,Coffee
2016-11-27,12:56:13,2200,Tea
2016-11-27,12:56:13,2200,Cake
2016-11-27,12:58:50,2201,Hearty & Seasonal
2016-11-27,12:58:50,2201,Tea
2016-11-27,13:15:14,2202,Hot chocolate
2016-11-27,13:15:14,2202,Coffee
2016-11-27,13:15:14,2202,Coffee
2016-11-27,13:16:59,2203,Bakewell
2016-11-27,13:16:59,2203,Cake
2016-11-27,13:38:04,2204,Coffee
2016-11-27,13:38:04,2204,Hearty & Seasonal
2016-11-27,13:44:51,2205,Coffee
2016-11-27,13:44:51,2205,Muffin
2016-11-27,13:46:49,2206,Cake
2016-11-27,13:46:49,2206,Brownie
2016-11-27,14:00:18,2207,Coffee
2016-11-27,14:00:18,2207,Coffee
2016-11-27,14:00:18,2207,Sandwich
2016-11-27,14:00:18,2207,NONE
2016-11-27,14:00:18,2207,Bakewell
2016-11-27,14:00:18,2207,Cookies
2016-11-27,14:00:18,2207,Art Tray
2016-11-27,14:00:58,2208,Bakewell
2016-11-27,14:32:49,2209,Coffee
2016-11-27,14:42:53,2210,Coffee
2016-11-27,14:42:53,2210,Coffee
2016-11-27,14:42:53,2210,Medialuna
2016-11-27,14:42:53,2210,Cookies
2016-11-27,14:45:24,2211,Alfajores
2016-11-27,14:45:24,2211,Cake
2016-11-27,14:45:24,2211,Coffee
2016-11-27,14:45:24,2211,Coffee
2016-11-27,14:46:51,2212,Fudge
2016-11-27,15:37:58,2213,Mineral water
2016-11-27,15:37:58,2213,NONE
2016-11-27,15:43:01,2214,Brownie
2016-11-27,15:43:01,2214,Bakewell
2016-11-27,15:43:01,2214,Bread
2016-11-27,15:43:01,2214,Coffee
2016-11-27,15:51:15,2215,Coffee
2016-11-27,15:51:15,2215,Tea
2016-11-27,16:12:22,2216,Coffee
2016-11-28,07:44:17,2217,Coffee
2016-11-28,07:44:17,2217,Bread
2016-11-28,07:49:40,2218,Pastry
2016-11-28,08:14:50,2219,Bread
2016-11-28,08:38:56,2220,Medialuna
2016-11-28,08:38:56,2220,Coffee
2016-11-28,09:01:37,2221,Coffee
2016-11-28,09:14:26,2222,Ella's Kitchen Pouches
2016-11-28,09:14:26,2222,Coffee
2016-11-28,09:45:33,2223,Coffee
2016-11-28,09:45:33,2223,Pastry
2016-11-28,09:52:24,2224,Coffee
2016-11-28,10:12:36,2225,Coffee
2016-11-28,10:12:36,2225,Tartine
2016-11-28,10:12:36,2225,NONE
2016-11-28,10:20:40,2226,Bread
2016-11-28,10:35:08,2227,Coffee
2016-11-28,10:48:46,2228,Tea
2016-11-28,10:48:46,2228,Coffee
2016-11-28,10:51:54,2229,Coffee
2016-11-28,10:51:54,2229,Coffee
2016-11-28,10:51:54,2229,Medialuna
2016-11-28,10:51:54,2229,Pastry
2016-11-28,11:10:12,2230,Pastry
2016-11-28,11:10:12,2230,Coffee
2016-11-28,11:11:09,2231,Coffee
2016-11-28,11:11:09,2231,Medialuna
2016-11-28,11:30:39,2232,Tea
2016-11-28,11:30:39,2232,Coffee
2016-11-28,11:30:39,2232,Keeping It Local
2016-11-28,11:46:52,2234,Pastry
2016-11-28,11:46:52,2234,Bread
2016-11-28,11:46:52,2234,Cookies
2016-11-28,11:46:52,2234,Coffee
2016-11-28,11:46:52,2234,Bread
2016-11-28,12:05:00,2235,Jam
2016-11-28,12:05:00,2235,Sandwich
2016-11-28,12:05:00,2235,NONE
2016-11-28,12:05:00,2235,Bread
2016-11-28,12:05:00,2235,Smoothies
2016-11-28,12:06:37,2236,Bread
2016-11-28,12:06:37,2236,Cookies
2016-11-28,12:26:23,2237,Bread
2016-11-28,12:56:40,2238,Cookies
2016-11-28,12:56:40,2238,Coffee
2016-11-28,12:56:40,2238,Coffee
2016-11-28,13:10:23,2239,Sandwich
2016-11-28,13:18:13,2240,NONE
2016-11-28,13:27:44,2241,Hot chocolate
2016-11-28,13:31:05,2242,Bread
2016-11-28,13:31:05,2242,Coffee
2016-11-28,13:31:05,2242,Bakewell
2016-11-28,13:31:05,2242,Lemon and coconut
2016-11-28,13:38:06,2243,Coffee
2016-11-28,13:58:40,2244,Coffee
2016-11-28,13:58:40,2244,Coffee
2016-11-28,13:58:40,2244,Lemon and coconut
2016-11-28,13:58:40,2244,Sandwich
2016-11-28,14:05:23,2245,Tea
2016-11-28,14:09:14,2246,Bread
2016-11-28,14:09:14,2246,Coffee
2016-11-28,14:09:55,2247,NONE
2016-11-28,14:48:33,2248,Bread
2016-11-28,15:08:12,2249,Bread
2016-11-28,15:12:14,2250,Coffee
2016-11-28,15:24:13,2251,Coffee
2016-11-28,15:24:13,2251,Hot chocolate
2016-11-28,15:24:13,2251,Pastry
2016-11-28,15:24:13,2251,Cake
2016-11-28,15:27:36,2252,Bread
2016-11-28,15:28:16,2253,Bread
2016-11-28,15:58:23,2254,Bread
2016-11-28,16:03:39,2255,Coffee
2016-11-28,16:03:39,2255,Coffee
2016-11-28,16:14:13,2256,Bread
2016-11-28,16:14:13,2256,Tea
2016-11-28,16:14:13,2256,Lemon and coconut
2016-11-28,16:14:13,2256,Cake
2016-11-28,16:19:01,2257,Pastry
2016-11-28,16:19:01,2257,Medialuna
2016-11-28,16:19:01,2257,Coffee
2016-11-28,16:19:01,2257,Tea
2016-11-28,16:25:25,2258,Bread
2016-11-28,16:45:21,2259,Tea
2016-11-28,16:45:21,2259,Coffee
2016-11-28,16:45:21,2259,Tiffin
2016-11-28,16:45:21,2259,Cookies
2016-11-28,16:45:21,2259,Ella's Kitchen Pouches
2016-11-28,17:17:58,2260,Coffee
2016-11-29,08:27:36,2261,Pastry
2016-11-29,08:27:36,2261,Pastry
2016-11-29,08:58:47,2262,Pastry
2016-11-29,08:58:47,2262,Bread
2016-11-29,08:58:47,2262,Coffee
2016-11-29,09:09:09,2263,Tea
2016-11-29,09:09:09,2263,Keeping It Local
2016-11-29,09:09:34,2264,Coffee
2016-11-29,09:10:16,2265,Coffee
2016-11-29,09:10:16,2265,Medialuna
2016-11-29,09:11:54,2266,Bread
2016-11-29,09:13:47,2267,NONE
2016-11-29,09:13:47,2267,Keeping It Local
2016-11-29,09:13:47,2267,Coffee
2016-11-29,09:13:47,2267,Coffee
2016-11-29,09:19:18,2268,Hot chocolate
2016-11-29,09:19:18,2268,Pastry
2016-11-29,09:25:35,2269,Bread
2016-11-29,09:39:58,2270,Coffee
2016-11-29,09:39:58,2270,Tea
2016-11-29,09:39:58,2270,NONE
2016-11-29,09:41:47,2271,Bread
2016-11-29,09:42:10,2272,Coke
2016-11-29,10:18:47,2273,Bread
2016-11-29,10:19:35,2274,Bread
2016-11-29,10:19:35,2274,Bread
2016-11-29,10:42:41,2275,Coffee
2016-11-29,10:42:41,2275,Coffee
2016-11-29,10:42:41,2275,Medialuna
2016-11-29,10:42:41,2275,Pastry
2016-11-29,10:43:41,2276,Muffin
2016-11-29,10:43:41,2276,Coffee
2016-11-29,10:45:02,2277,Coffee
2016-11-29,10:45:02,2277,Muffin
2016-11-29,10:48:08,2278,Coffee
2016-11-29,10:48:08,2278,Bread
2016-11-29,10:50:36,2279,Farm House
2016-11-29,10:53:21,2280,Muffin
2016-11-29,10:53:21,2280,Coffee
2016-11-29,10:59:58,2281,Bread
2016-11-29,10:59:58,2281,Coffee
2016-11-29,10:59:58,2281,Bread
2016-11-29,11:02:41,2282,Coffee
2016-11-29,11:03:17,2283,Coffee
2016-11-29,11:26:28,2284,Scandinavian
2016-11-29,11:26:28,2284,Farm House
2016-11-29,11:26:39,2285,Coffee
2016-11-29,11:29:57,2286,Tea
2016-11-29,11:34:50,2287,Coffee
2016-11-29,11:34:50,2287,Muffin
2016-11-29,11:39:26,2288,Bread
2016-11-29,11:41:02,2289,Bread
2016-11-29,11:41:02,2289,Scandinavian
2016-11-29,11:52:57,2290,Tea
2016-11-29,12:00:52,2291,Medialuna
2016-11-29,12:00:52,2291,Coffee
2016-11-29,12:09:51,2292,NONE
2016-11-29,12:10:51,2293,NONE
2016-11-29,12:21:00,2294,Tea
2016-11-29,12:21:00,2294,NONE
2016-11-29,12:22:06,2295,Tea
2016-11-29,12:22:06,2295,Sandwich
2016-11-29,12:25:41,2296,Coffee
2016-11-29,12:25:41,2296,Cake
2016-11-29,12:27:35,2297,NONE
2016-11-29,12:27:35,2297,Coffee
2016-11-29,12:27:35,2297,Cake
2016-11-29,12:27:35,2297,Muffin
2016-11-29,12:29:02,2298,Cookies
2016-11-29,12:36:23,2299,NONE
2016-11-29,12:41:17,2300,Tea
2016-11-29,13:00:08,2301,NONE
2016-11-29,13:00:08,2301,Sandwich
2016-11-29,13:06:24,2302,Farm House
2016-11-29,13:39:51,2303,Cake
2016-11-29,13:39:51,2303,NONE
2016-11-29,13:39:51,2303,Sandwich
2016-11-29,13:50:46,2304,Coffee
2016-11-29,13:50:46,2304,Hot chocolate
2016-11-29,13:50:46,2304,Cake
2016-11-29,13:50:46,2304,Bread
2016-11-29,14:00:01,2305,Tea
2016-11-29,14:00:01,2305,Tea
2016-11-29,14:00:01,2305,Muffin
2016-11-29,15:13:20,2307,Coffee
2016-11-29,15:13:20,2307,Tea
2016-11-29,15:13:20,2307,Bread
2016-11-29,15:13:20,2307,Fudge
2016-11-29,15:13:20,2307,Jam
2016-11-29,15:33:44,2308,Juice
2016-11-29,15:33:44,2308,Tea
2016-11-29,15:33:44,2308,Cookies
2016-11-29,15:34:56,2309,Coffee
2016-11-29,15:34:56,2309,Bread
2016-11-29,15:34:56,2309,Cake
2016-11-29,15:44:47,2310,Coke
2016-11-29,15:45:32,2311,Tiffin
2016-11-29,15:45:32,2311,Pastry
2016-11-29,15:49:48,2312,Alfajores
2016-11-29,16:02:02,2313,Tiffin
2016-11-29,16:02:02,2313,Coffee
2016-11-29,17:24:19,2314,Bread
2016-11-30,08:09:52,2315,Bread
2016-11-30,08:29:43,2316,Medialuna
2016-11-30,08:29:43,2316,Bread
2016-11-30,08:36:31,2317,Cake
2016-11-30,08:36:31,2317,Bread
2016-11-30,08:36:41,2318,Bread
2016-11-30,09:47:55,2319,Farm House
2016-11-30,10:19:12,2320,Medialuna
2016-11-30,10:19:12,2320,Pastry
2016-11-30,10:41:06,2321,Keeping It Local
2016-11-30,10:41:06,2321,Cookies
2016-11-30,10:41:06,2321,Coffee
2016-11-30,10:47:39,2322,Coffee
2016-11-30,10:47:39,2322,Coffee
2016-11-30,10:53:59,2323,Coffee
2016-11-30,10:53:59,2323,Tea
2016-11-30,10:53:59,2323,Hot chocolate
2016-11-30,11:04:30,2324,Smoothies
2016-11-30,11:05:21,2325,Coffee
2016-11-30,11:05:21,2325,Keeping It Local
2016-11-30,11:06:28,2326,Coffee
2016-11-30,11:06:54,2327,Farm House
2016-11-30,11:09:16,2328,Tea
2016-11-30,11:09:16,2328,Tea
2016-11-30,11:14:46,2329,Bread
2016-11-30,11:14:46,2329,Medialuna
2016-11-30,11:17:05,2330,Pastry
2016-11-30,11:17:05,2330,Bread
2016-11-30,11:18:23,2331,Coffee
2016-11-30,11:18:23,2331,Pastry
2016-11-30,11:21:28,2332,Coffee
2016-11-30,11:21:28,2332,Keeping It Local
2016-11-30,11:21:54,2333,Coffee
2016-11-30,11:29:56,2334,Bread
2016-11-30,11:37:19,2335,Bread
2016-11-30,11:37:19,2335,Cookies
2016-11-30,11:37:58,2336,NONE
2016-11-30,11:38:44,2337,Coffee
2016-11-30,11:48:55,2338,Bread
2016-11-30,11:56:15,2339,NONE
2016-11-30,11:56:15,2339,Keeping It Local
2016-11-30,11:56:15,2339,Coffee
2016-11-30,11:56:15,2339,Fudge
2016-11-30,11:56:15,2339,Jam
2016-11-30,12:08:10,2340,Tea
2016-11-30,12:08:10,2340,Hot chocolate
2016-11-30,12:08:10,2340,Keeping It Local
2016-11-30,12:08:10,2340,Coffee
2016-11-30,12:08:10,2340,NONE
2016-11-30,12:08:10,2340,Art Tray
2016-11-30,12:12:24,2341,Coffee
2016-11-30,12:17:28,2342,Coffee
2016-11-30,12:17:28,2342,Cake
2016-11-30,12:26:51,2343,Bread
2016-11-30,12:26:51,2343,Bread
2016-11-30,12:26:51,2343,Jammie Dodgers
2016-11-30,12:29:27,2344,Muffin
2016-11-30,12:29:27,2344,Smoothies
2016-11-30,12:39:25,2345,NONE
2016-11-30,12:41:41,2346,NONE
2016-11-30,12:41:41,2346,Coffee
2016-11-30,12:41:41,2346,Coffee
2016-11-30,12:41:41,2346,Jammie Dodgers
2016-11-30,12:41:41,2346,Cookies
2016-11-30,13:29:13,2347,Coffee
